timestamp,host,process,event_type,message,source_ip,destination_ip,user
Apr 22 08:01:52,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:194 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:01:54,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:134 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:01:56,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:265 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:01:58,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:766 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:00,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:254 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:02,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:796 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:04,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:51 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:06,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:45 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:08,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:690 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:10,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:837 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:12,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:697 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:14,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:447 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:16,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:727 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:18,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:39 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:20,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:757 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:22,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:731 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:24,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:712 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:26,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:755 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:28,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:865 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:30,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:670 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:32,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:831 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:34,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:337 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:36,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:379 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:38,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:851 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:40,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:483 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:42,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:646 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:44,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:465 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:46,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:605 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:48,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:822 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:50,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:554 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:52,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:155 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:54,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:239 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:56,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:496 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:02:58,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:467 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:00,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:814 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:02,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:950 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:04,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:701 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:06,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:355 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:08,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:632 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:10,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:840 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:12,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:860 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:14,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:756 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:16,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:960 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:18,localhost,kernel,port_scan,Connection attempt to 192.168.1.10:285 from 103.200.50.1,192.168.1.10,103.200.50.1,
Apr 22 08:03:20,localhost,firewall,scan_alert,Port scan detected from 103.200.50.1 to 192.168.1.10,103.200.50.1,192.168.1.10,
